5.708	64
2.167	6
1.485	2
1.505	2
0.996	1
1.499	3
1.488	3
1.510	3
2.480	21
0.910	7
5.117	57
1.100	8
0.135	2
6.365	67
7.289	81
6.897	76
7.148	70
0.000	0
0.000	0
9.642	95
1.987	14
4.239	17
2.582	11
3.197	12
0.000	0
2.588	11
2.325	8
2.582	5
0.000	0
9.584	91
1.961	11
2.558	15
2.156	8
1.471	2
1.471	2
0.229	1
